attn_heads,attn_layers,lin_dims,latent_dim,output_dim,disc_hdims,kaiming_constant,weighted_loss,dprob,neigh_dist,tr_batch_size,val_batch_size,test_batch_size,optimizer_gen,optimizer_gen__global__weight_decay,optimizer_gen__global__lr,optimizer_disc,optimizer_disc__global__weight_decay,optimizer_disc__global__lr,prot,ecfp8,weave,gconv,gnn,score
8,1,"[711, 948]",256,1,"[257, 738]",5,0.17182975532068456,0.4598724927484815,8,256,128,128,adadelta,0.00013125371882881582,0.0062620098407520555,sgd,0.0003530828738089706,0.04635089063157705,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 505},{},-0.3010437050332039
8,1,"[64, 1048]",256,1,"[1048, 100]",5,0.1,0.5,64,256,128,128,adam,1.0,0.0029527636556822305,adagrad,0.0001,1.0,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 64},{},-0.3049882713977207
4,2,[333],256,1,"[979, 981]",5,0.42183329699536254,0.23376769820348886,21,256,128,128,sgd,0.013282498211792637,0.0005214521849703951,adamax,0.013133194831269785,0.00017914015466439102,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 386},{},-0.3090153362141222
2,2,[138],256,1,"[446, 474]",5,0.29912327574134745,0.18688584740979589,15,256,128,128,adagrad,0.1478166827398474,0.000436339545119631,adagrad,0.0011423791528213435,0.007736002117361911,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 500},{},-0.31697599105998264
1,2,[838],256,1,"[518, 100]",5,0.5,0.1,4,256,128,128,sgd,0.010407482027775474,0.0003010995390891834,adadelta,0.058437487861471835,0.05285484679190052,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 144},{},-0.3278579121320361
4,1,[813],256,1,"[949, 822]",5,0.46906092799019705,0.32513013513905054,53,256,128,128,adadelta,0.5734685392482805,0.47337271751863325,adamax,0.0011591624454703917,0.029387388170959886,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 237},{},-0.3301755072170121
1,2,[354],256,1,"[275, 319]",5,0.15039580027823946,0.2931797231716605,26,256,128,128,adam,0.42456258498782845,0.0003054421967464614,adadelta,0.00050421664074963,0.005424920287889296,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 100},{},-0.3388133701433012
16,2,[789],256,1,"[286, 135]",5,0.20394554687049993,0.5,24,256,128,128,adagrad,0.7993151171895615,0.0027064129140780113,adam,0.0022512352746902682,0.0005204366446733362,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 112},{},-0.36457723562120103
8,2,"[325, 490]",256,1,"[581, 479]",5,0.2149928383928675,0.46852533461644164,29,256,128,128,adam,0.502944340437962,0.0046569791250669346,sgd,0.0002505642578881502,0.4773059274472839,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 197},{},-0.3832783174361801
2,2,"[130, 396]",256,1,"[508, 146]",5,0.10435391811820427,0.14537831072923896,5,256,128,128,sgd,0.00017690647515429102,0.0004717609305904459,adadelta,0.001580108982059163,0.6672808609527987,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 212},{},-0.3894076909552016
2,2,"[1013, 1040]",256,1,"[514, 1038]",5,0.10490566135992836,0.46474227799715406,63,256,128,128,adam,0.13865161332872372,0.009913891446368556,adadelta,0.001430775025816898,0.2318880902742293,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 255},{},-0.398742694899764
16,2,"[257, 501]",256,1,"[1012, 359]",5,0.1162181189803721,0.12188609696553451,25,256,128,128,adagrad,1.0,0.0023995257114867254,adam,0.581692549902824,0.006861468639206864,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 348},{},-0.4020953273151858
8,2,"[108, 1012]",256,1,"[395, 672]",5,0.3594948617040322,0.49690964238174606,24,256,128,128,adagrad,0.005489632103061216,0.00017108504596645936,adagrad,0.0003641821068495265,0.2848854710339346,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 318},{},-0.4021719322190612
8,1,"[271, 313]",256,1,"[229, 461]",5,0.29214771488478075,0.49050994977856377,61,256,128,128,adadelta,0.0003690240036629872,0.003324002913906588,adadelta,0.5775885964314668,0.9729225791656876,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 296},{},-0.4051524541405046
8,1,"[64, 1048]",256,1,"[1048, 100]",5,0.1,0.5,64,256,128,128,adam,1.0,1.0,adamax,0.0001,1.0,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 64},{},-0.406378810650269
8,2,[84],256,1,"[644, 668]",5,0.4032974493380189,0.260393528286822,7,256,128,128,rmsprop,0.9827096827202221,0.0001985596946929039,adadelta,0.9729608895522057,0.0001496701670056071,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 287},{},-0.42237472010237037
2,2,"[1024, 78]",256,1,"[1029, 260]",5,0.10353388514496671,0.1598777159062086,8,256,128,128,rmsprop,0.018687774160623595,0.011586590460160029,adadelta,0.001840056557013792,0.00021366812821803791,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 339},{},-0.44019933394406346
1,1,[929],256,1,"[657, 428]",5,0.1,0.5,64,256,128,128,sgd,1.0,0.00023326173575028534,adamax,0.07738688471428959,0.0019072514044788183,"{'model_types': ['psc'], 'vocab_size': 9048, 'window': 11, 'psc_dim': 8421}",{'dim': 1024},{},{'dim': 345},{},-0.4407711448119853
